c FILE			: graph.txt
a 1257 33 67
a 1257 1258 34
a 1257 5 13
a 1257 1662 27
a 1257 1270 17
a 1257 938 90
a 1257 1730 26
a 1257 3751 4
a 1257 4109 40
a 1257 2678 3
a 1257 3 8
a 1257 1517 40
a 1257 1292 6
a 1257 1510 2
a 1257 20 43
a 1257 411 75
a 1257 1902 61
a 1257 3321 3
a 1257 162 61
a 1257 3781 44
a 1257 1589 90
a 1257 4063 27
a 1257 1331 78
a 1258 2083 3
a 1258 3771 79
a 1258 222 94
a 1258 1139 69
a 1258 4389 51
a 1258 626 53
a 1258 1422 9
a 1258 1297 24
a 1258 1931 5
a 1258 3129 65
a 1258 110 35
a 1258 1540 77
a 1258 1174 37
a 1258 319 66
a 1258 314 80
a 1258 2660 86
a 1258 23 24
a 1258 3754 34
a 1258 1293 22
a 1258 2228 51
a 1258 4300 8
a 1258 4304 43
a 1260 3799 1
a 1260 4219 62
a 1260 1618 58
a 1260 4483 21
a 1260 441 87
a 1260 1572 44
a 1260 1135 82
a 1260 1323 75
a 1260 1345 62
a 1260 1435 67
a 1260 1693 61
a 1260 1573 99
a 1260 2 55
a 1260 172 87
a 1260 2356 5
a 1260 3829 47
a 1260 704 64
a 1260 4230 90
a 1260 1616 86
a 1260 3783 7
a 1260 166 33
a 1260 2758 46
a 1260 1270 48
a 1260 1882 84
a 1260 2243 81
a 1260 1982 95
a 1260 56 21
a 1260 1 42
a 1260 2511 76
a 1260 1586 44
a 1260 3139 96
a 1260 3849 57
a 1260 314 32
a 1260 88 72
a 1260 325 23
a 1260 1731 51
a 1260 715 48
a 1260 3994 99
a 1260 3877 48
a 1260 4308 65
a 1260 1340 87
a 1260 2925 64
a 1260 1279 42
a 1260 2431 62
a 1260 14 55
a 1260 4067 0
a 1260 25 23
a 1260 4378 74
a 1260 1262 69
a 1260 43 43
a 1260 1300 67
a 1260 2197 86
a 1260 1728 82
a 1260 3760 40
a 1261 802 16
a 1261 2239 15
a 1261 1591 18
a 1261 333 65
a 1261 1300 6
a 1261 3763 46
a 1261 80 70
a 1261 182 99
a 1261 4116 93
a 1261 1378 15
a 1261 1265 18
a 1261 4732 75
a 1261 3773 68
a 1261 1575 16
a 1261 2789 36
a 1261 90 2
a 1261 400 75
a 1261 186 33
a 1261 1260 81
a 1261 1322 71
a 1261 1260 2
a 1261 3830 73
a 1261 2432 69
a 1261 1505 38
a 1261 3869 11
a 1261 4133 85
a 1261 2520 17
a 1261 1616 77
a 1261 1343 31
a 1262 316 20
a 1262 635 10
a 1262 2658 62
a 1262 1419 14
a 1262 2077 78
a 1262 1574 24
a 1262 1552 29
a 1262 2554 84
a 1262 3764 57
a 1262 1291 11
a 1262 472 41
a 1262 1254 4
a 1262 508 11
a 1262 1880 7
a 1262 2034 11
a 1262 2822 97
a 1262 4379 2
a 1262 121 93
a 1262 270 12
a 1262 538 40
a 1262 12 44
a 1262 1578 46
a 1262 49 23
a 1262 224 91
a 1262 2783 89
a 1262 637 36
a 1262 2622 68
a 1262 1332 93
a 1262 1422 30
a 1262 3132 87
a 1262 14 32
a 1262 2277 8
a 1262 3767 86
a 1262 406 61
a 1262 1290 53
a 1262 1377 18
a 1263 2516 26
a 1263 1302 99
a 1263 4274 81
a 1263 2276 96
a 1263 1422 4
a 1263 1358 84
a 1263 3917 20
a 1263 1878 90
a 1263 1672 17
a 1263 2308 33
a 1263 2041 52
a 1263 1290 88
a 1263 1340 21
a 1263 1429 7
a 1263 335 97
a 1263 2422 90
a 1263 666 12
a 1263 2873 87
a 1263 16 74
a 1263 12 17
a 1263 4695 10
a 1263 4722 46
a 1264 1498 43
a 1264 1336 71
a 1264 2279 10
a 1264 1422 95
a 1264 1919 27
a 1264 2214 26
a 1264 4358 44
a 1264 2063 59
a 1264 2712 54
a 1264 54 12
a 1264 2527 18
a 1264 1569 95
a 1264 4742 90
a 1264 4213 9
a 1264 365 62
a 1264 2349 71
a 1264 91 83
a 1264 2661 47
a 1264 2227 42
a 1264 990 92
a 1264 1375 86
a 1264 92 64
a 1264 4470 50
a 1264 658 38
a 1264 1635 52
a 1264 3831 33
a 1264 473 90
a 1265 4076 41
a 1265 1925 47
a 1265 997 78
a 1265 2905 80
a 1265 354 80
a 1265 1303 39
a 1265 1461 96
a 1265 105 11
a 1265 337 74
a 1265 1272 26
a 1265 1886 86
a 1265 1282 53
a 1265 4389 27
a 1265 69 99
a 1265 3761 52
a 1265 3765 73
a 1265 1498 29
a 1265 1166 4
a 1265 1768 62
a 1265 3763 40
a 1265 836 87
a 1266 343 72
a 1266 2585 72
a 1266 3909 50
a 1266 1253 11
a 1266 17 76
a 1266 1363 43
a 1266 3844 83
a 1266 4447 90
a 1266 4014 93
a 1266 1892 74
a 1266 2902 68
a 1266 1652 63
a 1266 317 67
a 1266 2813 7
a 1266 3805 91
a 1266 1340 13
a 1266 51 18
a 1266 869 82
a 1266 14 11
a 1266 1262 86
a 1266 27 55
a 1266 1285 12
a 1266 1930 34
a 1266 170 76
a 1266 3017 81
a 1267 64 20
a 1267 1270 19
a 1267 2078 79
a 1267 1627 47
a 1267 55 99
a 1267 1579 88
a 1267 3777 54
a 1267 36 75
a 1267 52 67
a 1270 320 78
a 1270 1263 83
a 1270 1283 64
a 1270 4785 26
a 1270 2520 19
a 1270 3802 93
a 1270 334 36
a 1270 60 58
a 1270 2199 85
a 1270 1621 42
a 1270 1941 12
a 1270 30 32
a 1270 2522 48
a 1270 1350 64
a 1270 163 2
a 1270 4072 79
a 1270 674 64
a 1270 1611 48
a 1270 7 53
a 1270 325 81
a 1270 4717 60
a 1270 1264 18
a 1270 1394 35
a 1270 1377 14
a 1270 29 99
a 1270 1976 52
a 1270 4688 5
a 1270 98 50
a 1270 1272 78
a 1270 2744 65
a 1270 1271 30
a 1270 1324 47
a 1270 2188 40
a 1270 2090 44
a 1270 1253 34
a 1270 1261 10
a 1270 2372 3
a 1270 2290 79
a 1270 1591 80
a 1270 1583 38
a 1270 2314 6
a 1270 176 84
a 1270 22 11
a 1270 3810 48
a 1270 3771 90
a 1270 3751 90
a 1270 3154 89
a 1270 1829 34
a 1270 29 10
a 1270 1315 23
a 1270 2546 65
a 1270 2657 58
a 1270 3974 4
a 1270 1595 74
a 1270 1447 49
a 1270 1626 97
a 1270 1260 9
a 1270 1514 95
a 1270 1271 91
a 1270 1582 5
a 1270 161 60
a 1270 3947 80
a 1270 1591 25
a 1270 1876 21
a 1270 810 51
a 1270 1348 11
a 1270 1279 57
a 1271 142 82
a 1271 1270 78
a 1271 4248 51
a 1271 2056 12
a 1271 1485 85
a 1271 1564 47
a 1271 2524 59
a 1271 394 51
a 1271 1935 38
a 1271 4083 53
a 1271 2072 54
a 1271 2132 97
a 1271 2871 98
a 1271 1985 18
a 1271 1309 70
a 1271 1739 31
a 1271 3419 82
a 1271 1273 17
a 1271 353 42
a 1271 1665 82
a 1271 1274 82
a 1271 1740 73
a 1271 2632 49
a 1271 1429 92
a 1271 3793 2
a 1271 2418 92
a 1271 137 20
a 1271 2248 81
a 1271 2097 99
a 1271 1212 51
a 1271 2051 24
a 1271 1314 53
a 1271 345 31
a 1271 1826 58
a 1271 1883 39
a 1271 2562 84
a 1271 489 4
a 1271 1412 90
a 1271 1270 63
a 1271 3923 37
a 1271 1330 59
a 1271 1939 25
a 1271 3770 23
a 1272 1917 38
a 1272 1352 34
a 1272 22 58
a 1272 3926 79
a 1272 1901 14
a 1272 1274 69
a 1272 1648 77
a 1272 1433 59
a 1272 4156 37
a 1272 338 75
a 1272 1322 61
a 1272 3824 7
a 1272 1408 0
a 1272 1357 16
a 1272 1254 3
a 1272 1588 71
a 1272 959 95
a 1272 1281 47
a 1272 178 87
a 1272 1409 23
a 1272 4068 23
a 1272 1496 29
a 1272 2035 73
a 1272 807 87
a 1272 557 68
a 1272 2190 78
a 1272 1283 17
a 1272 3848 87
a 1272 3152 69
a 1272 3015 51
a 1272 2071 91
a 1272 3939 55
a 1272 1799 75
a 1272 3860 12
a 1272 2904 26
a 1272 1257 36
a 1272 3913 51
a 1272 1908 31
a 1272 4124 47
a 1272 1584 59
a 1272 690 88
a 1273 1408 65
a 1273 313 32
a 1273 1418 42
a 1273 762 47
a 1273 32 22
a 1273 3890 29
a 1273 1309 89
a 1273 2366 1
a 1273 1282 74
a 1273 3987 89
a 1273 101 88
a 1273 231 66
a 1273 2735 91
a 1274 3658 28
a 1274 1271 36
a 1274 3853 37
a 1274 724 69
a 1274 727 30
a 1274 1895 81
a 1274 4251 94
a 1274 1394 0
a 1274 59 0
a 1274 2096 33
a 1274 1333 14
a 1274 1703 97
a 1274 4709 64
a 1274 3167 74
a 1274 1342 46
a 1274 1752 70
a 1274 1195 15
a 1274 4043 77
a 1274 176 43
a 1274 2060 47
a 1274 2036 12
a 1274 2208 32
a 1274 2211 48
a 1274 4248 36
a 1274 1276 56
a 1274 630 32
a 1274 2663 70
a 1274 22 72
a 1274 961 61
a 1274 1146 64
a 1274 1519 49
a 1274 4070 21
a 1274 2662 95
a 1274 163 54
a 1274 1881 4
a 1275 3809 99
a 1275 1334 45
a 1275 4399 30
a 1275 2037 60
a 1275 314 74
a 1275 1938 22
a 1275 652 53
a 1275 1671 54
a 1275 122 8
a 1275 3810 44
a 1275 1297 75
a 1275 1665 71
a 1275 1655 92
a 1275 1603 2
a 1275 2506 93
a 1275 4388 82
a 1275 2115 34
a 1275 3128 59
a 1275 4409 37
a 1275 1352 72
a 1275 1330 57
a 1276 1274 22
a 1276 4758 60
a 1276 681 80
a 1276 1550 2
a 1276 651 95
a 1276 2543 87
a 1276 1641 93
a 1276 3777 52
a 1276 1258 63
a 1276 1441 52
a 1276 2834 35
a 1276 26 33
a 1276 1896 28
a 1276 2027 99
a 1276 1329 41
a 1276 1257 35
a 1276 1313 8
a 1276 1582 74
a 1276 1285 14
a 1276 7 87
a 1276 1257 10
a 1276 1389 40
a 1276 3922 55
a 1276 24 12
a 1276 1749 64
a 1276 22 67
a 1277 1492 81
a 1277 327 61
a 1277 1628 77
a 1277 337 67
a 1277 3149 37
a 1277 344 98
a 1277 1394 30
a 1277 514 1
a 1277 4176 44
a 1277 1667 73
a 1277 1985 26
a 1277 1498 9
a 1279 636 32
a 1279 1566 25
a 1279 33 42
a 1279 302 74
a 1279 2904 88
a 1279 1515 21
a 1279 4449 67
a 1279 1416 64
a 1279 2872 99
a 1279 1440 42
a 1279 1427 69
a 1279 1271 84
a 1279 2864 99
a 1279 1416 18
a 1279 1078 64
a 1279 1591 61
a 1279 695 91
a 1279 4091 93
a 1279 1673 65
a 1279 1261 40
a 1279 4174 91
a 1279 69 61
a 1279 131 33
a 1279 1319 83
a 1279 1930 26
a 1279 626 5
a 1279 169 78
a 1279 635 66
a 1279 804 4
a 1279 1747 8
a 1279 185 44
a 1279 3763 72
a 1279 1973 47
a 1279 1324 1
a 1279 1400 59
a 1279 314 10
a 1280 2354 70
a 1280 1888 51
a 1280 98 45
a 1280 2571 86
a 1280 1304 28
a 1280 110 84
a 1280 1907 32
a 1280 1442 7
a 1280 2632 28
a 1280 1417 35
a 1280 1890 17
a 1280 1279 62
a 1280 4564 83
a 1280 73 56
a 1280 3360 54
a 1280 2052 18
a 1280 814 90
a 1280 1275 88
a 1281 1569 14
a 1281 676 1
a 1281 2843 51
a 1281 1266 62
a 1281 4126 54
a 1281 1263 48
a 1281 1272 20
a 1281 727 41
a 1281 2512 99
a 1281 382 1
a 1281 338 90
a 1281 169 66
a 1281 31 39
a 1281 88 66
a 1281 2291 3
a 1281 4240 58
a 1281 304 6
a 1281 30 3
a 1281 2210 59
a 1281 31 37
a 1281 1982 40
a 1281 1465 57
a 1281 2015 47
a 1282 1889 80
a 1282 1410 20
a 1282 3765 70
a 1282 2504 53
a 1282 1002 6
a 1282 1339 72
a 1282 1966 74
a 1282 333 13
a 1282 1293 71
a 1282 1789 55
a 1282 4718 8
a 1282 4552 41
a 1282 2375 86
a 1283 3907 2
a 1283 1416 40
a 1283 1901 81
a 1283 1262 45
a 1283 1253 24
a 1283 1361 24
a 1283 2661 39
a 1283 660 8
a 1283 1285 64
a 1283 4095 4
a 1283 1276 35
a 1283 10 13
a 1283 695 59
a 1283 26 27
a 1283 1771 89
a 1283 1303 82
a 1283 2505 99
a 1283 1438 7
a 1283 1436 45
a 1283 2669 99
a 1284 2308 15
a 1284 1334 79
a 1284 238 46
a 1284 84 33
a 1284 3922 90
a 1284 2399 9
a 1284 1265 12
a 1284 1642 11
a 1284 1673 55
a 1285 2287 75
a 1285 3141 29
a 1285 1354 83
a 1285 1276 14
a 1285 1272 42
a 1285 246 82
a 1285 797 5
a 1285 1437 69
a 1285 20 34
a 1285 1910 21
a 1285 3953 88
a 1285 2251 44
a 1285 1355 7
a 1286 1370 8
a 1286 1266 51
a 1286 2336 32
a 1286 2067 49
a 1286 215 51
a 1286 1568 31
a 1286 2532 5
a 1286 2065 20
a 1286 718 49
a 1286 423 81
a 1290 1299 59
a 1290 1266 80
a 1290 1455 0
a 1290 1426 81
a 1290 1319 51
a 1290 841 29
a 1290 1294 70
a 1290 3783 13
a 1290 230 59
a 1290 1924 65
a 1290 1900 18
a 1290 251 26
a 1290 1334 27
a 1290 2213 36
a 1290 275 68
a 1290 4688 69
a 1290 2393 48
a 1290 1265 76
a 1290 991 76
a 1290 1632 74
a 1290 381 70
a 1290 1362 65
a 1290 1630 45
a 1290 1689 43
a 1290 3776 13
a 1290 4281 46
a 1290 1764 52
a 1290 1918 28
a 1290 1291 94
a 1290 1566 55
a 1290 1416 72
a 1290 2706 41
a 1290 2696 85
a 1290 1293 71
a 1290 2191 15
a 1290 50 41
a 1290 1917 39
a 1290 1798 8
a 1290 217 44
a 1290 3792 98
a 1290 3753 65
a 1290 3141 51
a 1290 41 47
a 1290 1880 52
a 1290 1958 24
a 1290 600 62
a 1290 2072 11
a 1290 4454 17
a 1290 42 1
a 1290 3206 46
a 1290 3 76
a 1290 2345 32
a 1290 363 10
a 1290 3791 6
a 1290 40 92
a 1290 1660 11
a 1290 51 49
a 1290 353 72
a 1291 119 15
a 1291 2075 60
a 1291 1585 33
a 1291 196 29
a 1291 1368 17
a 1291 4258 90
a 1291 3956 54
a 1291 825 87
a 1291 3801 56
a 1291 1436 53
a 1291 293 11
a 1291 1302 26
a 1291 1594 97
a 1291 1460 28
a 1291 68 10
a 1291 1231 3
a 1291 1283 46
a 1291 1417 25
a 1291 1355 47
a 1291 1918 21
a 1291 2545 36
a 1291 1878 12
a 1291 2006 16
a 1291 2544 44
a 1291 1252 12
a 1291 1392 15
a 1291 1602 91
a 1291 1310 93
a 1291 40 29
a 1291 969 63
a 1291 2590 97
a 1291 2188 97
a 1291 1994 64
a 1292 4201 45
a 1292 1368 37
a 1292 1291 12
a 1292 978 42
a 1292 632 23
a 1292 3868 61
a 1292 20 26
a 1292 1603 22
a 1292 1924 53
a 1292 1457 56
a 1292 1324 34
a 1292 1306 91
a 1292 1291 18
a 1292 1301 4
a 1292 3774 1
a 1292 373 63
a 1292 1375 68
a 1292 3770 41
a 1292 12 53
a 1292 1320 30
a 1292 4583 37
a 1292 1842 73
a 1292 1847 85
a 1292 4303 16
a 1292 68 88
a 1292 3889 15
a 1292 628 87
a 1292 4339 7
a 1292 925 48
a 1292 3946 4
a 1293 2546 84
a 1293 1472 16
a 1293 2424 77
a 1293 123 24
a 1293 1527 66
a 1293 1320 66
a 1293 1883 65
a 1293 4418 1
a 1293 1384 30
a 1293 56 94
a 1293 1719 89
a 1293 4552 6
a 1293 992 22
a 1293 1584 20
a 1293 4415 82
a 1293 3953 40
a 1293 1604 59
a 1293 43 34
a 1294 1922 50
a 1294 1284 39
a 1294 1256 66
a 1294 53 94
a 1294 1723 19
a 1294 237 9
a 1294 1922 0
a 1294 472 9
a 1294 64 84
a 1294 27 76
a 1294 147 56
a 1294 157 85
a 1294 1368 47
a 1294 1851 80
a 1294 884 61
a 1294 2543 6
a 1294 1416 87
a 1294 4516 4
a 1294 1576 24
a 1294 1314 41
a 1294 59 50
a 1294 3520 8
a 1294 2072 25
a 1294 2815 88
a 1294 1297 21
a 1294 54 50
a 1294 1056 68
a 1294 1284 85
a 1295 3803 4
a 1295 1845 32
a 1295 951 23
a 1295 1300 3
a 1295 2545 52
a 1295 509 42
a 1295 1570 84
a 1295 3797 93
a 1295 5 40
a 1295 1646 26
a 1295 2247 36
a 1295 698 49
a 1295 2204 85
a 1295 1616 18
a 1295 323 57
a 1295 1489 39
a 1295 1691 58
a 1295 2202 89
a 1295 1955 86
a 1295 395 34
a 1295 1314 14
a 1295 1256 47
a 1295 4108 3
a 1295 124 69
a 1296 4067 25
a 1296 1380 61
a 1296 2770 60
a 1296 120 29
a 1296 4321 48
a 1296 709 37
a 1296 1880 68
a 1296 3809 47
a 1296 202 13
a 1296 65 70
a 1296 922 21
a 1296 1370 30
a 1296 1251 96
a 1296 845 16
a 1296 1311 7
a 1296 40 18
a 1296 3813 94
a 1296 61 45
a 1297 3771 75
a 1297 855 90
a 1297 1319 44
a 1297 2117 61
a 1297 47 13
a 1297 2078 25
a 1297 1387 58
a 1297 1578 23
a 1297 2508 56
a 1297 2814 52
a 1297 1759 40
a 1297 3767 11
a 1299 4898 24
a 1299 1303 21
a 1299 1915 32
a 1299 2214 56
a 1299 3908 44
a 1299 2939 10
a 1299 1380 63
a 1299 1552 45
a 1299 2512 36
a 1299 190 72
a 1299 1321 89
a 1299 365 79
a 1299 30 76
a 1299 2925 86
a 1299 60 4
a 1299 29 64
a 1299 1670 63
a 1299 1656 96
a 1299 1767 86
a 1299 1338 72
a 1299 759 75
a 1299 1272 15
a 1299 1681 18
a 1299 3130 50
a 1299 846 76
a 1299 2318 3
a 1299 50 65
a 1299 830 82
a 1299 68 14
a 1299 3790 22
a 1299 2981 34
a 1299 1318 44
a 1299 665 67
a 1299 1251 96
a 1299 4849 92
a 1300 906 10
a 1300 216 80
a 1300 50 51
a 1300 1009 6
a 1300 3819 54
a 1300 1437 8
a 1300 3819 21
a 1300 802 62
a 1300 41 71
a 1300 3326 51
a 1300 1299 77
a 1300 1273 72
a 1300 869 40
a 1300 1683 85
a 1300 1612 99
a 1300 1429 40
a 1300 62 29
a 1300 1769 42
a 1300 1301 15
a 1300 3786 68
a 1300 3825 39
a 1300 1357 16
a 1300 225 19
a 1300 1925 96
a 1300 1449 39
a 1300 1650 59
a 1300 380 18
a 1300 2085 7
a 1300 4234 5
a 1301 49 20
a 1301 4899 69
a 1301 1379 11
a 1301 4093 20
a 1301 3762 60
a 1301 1255 14
a 1301 50 29
a 1301 4073 43
a 1301 4464 72
a 1301 134 59
a 1301 361 8
a 1301 1335 2
a 1301 628 25
a 1301 2672 66
a 1301 230 3
a 1301 71 46
a 1301 373 76
a 1301 402 75
a 1301 989 84
a 1301 120 77
a 1301 3917 39
a 1302 13 23
a 1302 1731 73
a 1302 1378 8
a 1302 2551 38
a 1302 4758 27
a 1302 167 55
a 1302 2171 8
a 1302 1916 8
a 1302 1381 14
a 1302 1374 17
a 1302 1890 75
a 1302 743 26
a 1302 1427 61
a 1303 1573 20
a 1303 1928 18
a 1303 1265 72
a 1303 1943 66
a 1303 200 81
a 1303 1293 91
a 1303 131 1
a 1303 356 78
a 1303 2193 20
a 1303 1381 13
a 1303 4263 58
a 1303 12 3
a 1303 1292 70
a 1303 147 47
a 1303 1262 37
a 1303 2007 76
a 1303 1936 2
a 1303 1452 71
a 1303 1300 48
a 1303 2348 54
a 1303 150 66
a 1303 1958 26
a 1304 1708 35
a 1304 948 38
a 1304 3992 61
a 1304 1458 88
a 1304 3757 16
a 1304 2521 5
a 1304 345 62
a 1304 2104 37
a 1304 362 88
a 1304 3760 93
a 1304 1313 68
a 1304 357 28
a 1304 56 31
a 1304 94 85
a 1304 357 23
a 1304 1517 84
a 1304 1603 57
a 1304 1724 32
a 1304 1401 21
a 1304 4838 48
a 1304 209 22
a 1304 4429 36
a 1304 1446 49
a 1305 1274 52
a 1305 2398 24
a 1305 4273 82
a 1305 1922 95
a 1305 1324 52
a 1305 3840 83
a 1305 676 61
a 1305 172 18
a 1305 14 51
a 1305 1477 93
a 1305 1296 98
a 1305 1333 38
a 1305 2291 67
a 1305 51 76
a 1305 3902 14
a 1305 2916 16
a 1305 1271 0
a 1306 1265 87
a 1306 2552 47
a 1306 1263 49
a 1306 2881 69
a 1306 1379 87
a 1306 1979 21
a 1306 1258 54
a 1306 1447 17
a 1306 144 15
a 1306 1257 30
a 1309 2640 48
a 1309 2138 2
a 1309 1467 7
a 1309 793 89
a 1309 142 66
a 1309 1465 86
a 1309 1563 85
a 1309 1294 62
a 1309 2637 92
a 1309 1465 48
a 1309 3971 24
a 1309 1319 33
a 1309 3128 43
a 1309 1563 27
a 1309 527 28
a 1309 3028 36
a 1309 1339 21
a 1309 2950 16
a 1309 4817 2
a 1309 1311 76
a 1309 1 38
a 1309 4734 69
a 1309 1705 38
a 1309 1285 48
a 1309 3809 91
a 1309 4514 36
a 1309 2599 28
a 1309 68 9
a 1309 1314 31
a 1309 1958 62
a 1309 693 32
a 1309 1398 58
a 1309 3810 23
a 1309 1274 14
a 1309 141 92
a 1309 2262 41
a 1310 1428 85
a 1310 1547 46
a 1310 4352 20
a 1310 1311 75
a 1310 60 44
a 1310 537 64
a 1310 1934 77
a 1310 4435 40
a 1310 939 46
a 1310 3850 25
a 1310 847 62
a 1310 1316 15
a 1310 3087 48
a 1310 1472 34
a 1310 3268 24
a 1310 822 28
a 1310 1882 56
a 1310 198 69
a 1310 1348 67
a 1310 3966 85
a 1310 1349 78
a 1310 2540 33
a 1311 1309 46
a 1311 449 34
a 1311 332 10
a 1311 2097 98
a 1311 2057 72
a 1311 3128 1
a 1311 22 86
a 1311 648 26
a 1311 1936 80
a 1311 99 62
a 1311 1648 34
a 1311 1480 13
a 1311 2795 98
a 1311 1254 42
a 1311 1322 32
a 1311 1389 80
a 1311 61 85
a 1311 372 84
a 1311 668 29
a 1311 4524 25
a 1311 3850 79
a 1311 2721 10
a 1311 1982 6
a 1311 1267 28
a 1311 1918 63
a 1311 2090 38
a 1311 1292 34
a 1311 416 7
a 1312 2625 2
a 1312 3968 99
a 1312 4611 83
a 1312 1316 5
a 1312 4728 94
a 1312 1254 97
a 1312 1302 79
a 1312 4226 16
a 1312 4417 31
a 1312 2258 45
a 1312 2324 45
a 1312 1314 93
a 1312 130 7
a 1312 1530 31
a 1312 451 6
a 1312 612 41
a 1312 1936 35
a 1313 646 58
a 1313 2680 81
a 1313 46 0
a 1313 4711 1
a 1313 3813 21
a 1313 63 8
a 1313 4224 11
a 1313 4286 40
a 1313 1791 40
a 1313 1074 86
a 1313 1374 17
a 1313 1070 71
a 1313 3935 93
a 1313 1400 7
a 1313 1621 3
a 1313 64 77
a 1313 3042 79
a 1313 1251 96
a 1313 3791 33
a 1313 1467 50
a 1314 847 60
a 1314 4289 48
a 1314 1409 17
a 1314 1255 1
a 1314 1777 78
a 1314 1270 41
a 1314 1348 94
a 1314 4125 53
a 1314 4277 22
a 1314 40 21
a 1314 392 0
a 1314 425 84
a 1314 225 91
a 1314 3731 60
a 1314 3794 33
a 1315 2559 70
a 1315 1394 83
a 1315 1276 62
a 1315 3479 58
a 1315 4199 64
a 1315 73 83
a 1315 227 95
a 1315 1285 35
a 1315 3793 29
a 1315 85 86
a 1315 4508 72
a 1315 43 27
a 1315 1949 73
a 1315 4656 94
a 1315 61 98
a 1315 1470 30
a 1316 3793 14
a 1316 1618 49
a 1316 1323 58
a 1316 260 35
a 1316 3780 76
a 1316 3191 59
a 1316 2563 96
a 1318 1391 3
a 1318 73 6
a 1318 1322 61
a 1318 3267 48
a 1318 1387 8
a 1318 1294 73
a 1318 3861 43
a 1318 1319 95
a 1318 1255 25
a 1318 4759 12
a 1318 336 88
a 1318 1779 29
a 1318 322 10
a 1318 1391 25
a 1318 168 40
a 1318 1379 41
a 1318 3818 35
a 1318 1256 18
a 1318 4756 95
a 1318 1301 24
a 1318 69 71
a 1318 2268 1
a 1318 1090 7
a 1318 4599 15
a 1319 4577 64
a 1319 1513 65
a 1319 1321 85
a 1319 2813 74
a 1319 4082 71
a 1319 2520 85
a 1319 498 37
a 1319 4446 90
a 1319 1281 84
a 1319 2846 40
a 1319 141 58
a 1319 3891 30
a 1319 62 13
a 1319 2573 53
a 1319 2829 56
a 1319 1706 47
a 1319 3647 30
a 1320 70 44
a 1320 51 62
a 1320 4391 30
a 1320 1007 88
a 1320 1902 28
a 1320 315 78
a 1320 133 48
a 1320 198 54
a 1320 383 83
a 1320 322 42
a 1320 1426 77
a 1321 4449 87
a 1321 3187 1
a 1321 828 53
a 1321 1310 8
a 1321 299 98
a 1322 2067 53
a 1322 1303 41
a 1322 1621 37
a 1322 99 65
a 1322 5 93
a 1322 1634 23
a 1322 2510 59
a 1322 3181 69
a 1322 1412 59
a 1322 1389 8
a 1322 1636 80
a 1322 346 85
a 1322 2025 61
a 1322 1303 13
a 1322 410 86
a 1322 2369 73
a 1323 152 23
a 1323 3775 7
a 1323 1851 58
a 1323 371 95
a 1323 1325 0
a 1323 99 60
a 1323 326 43
a 1323 856 10
a 1323 1938 53
a 1323 1312 48
a 1323 743 18
a 1324 3965 80
a 1324 1949 48
a 1324 3809 20
a 1324 207 38
a 1324 1389 70
a 1324 2721 40
a 1325 1457 45
a 1325 1616 3
a 1325 4059 94
a 1325 3851 12
a 1325 901 55
a 1325 4971 31
a 1325 1481 7
a 1325 527 47
a 1325 1515 77
a 1325 1186 7
a 1329 1978 68
a 1329 1565 8
a 1329 61 53
a 1329 355 86
a 1329 245 18
a 1329 2588 92
a 1329 1335 45
a 1329 1880 41
a 1329 3394 70
a 1329 2814 50
a 1329 1494 84
a 1329 433 36
a 1329 1372 42
a 1329 1504 59
a 1329 3760 43
a 1329 1351 67
a 1329 3764 80
a 1329 860 17
a 1329 1332 40
a 1329 1392 63
a 1329 1508 86
a 1329 1352 59
a 1329 1338 10
a 1329 2383 74
a 1329 787 88
a 1329 119 36
a 1329 704 8
a 1329 118 19
a 1329 1340 8
a 1329 1358 26
a 1329 2894 55
a 1329 2549 3
a 1329 11 36
a 1329 1885 73
a 1329 176 12
a 1329 1563 20
a 1329 4052 99
a 1329 2198 95
a 1329 2530 13
a 1329 4611 22
a 1329 473 82
a 1329 141 37
a 1329 1294 1
a 1329 79 68
a 1329 3233 20
a 1329 4320 98
a 1329 1963 39
a 1329 1334 56
a 1329 2077 33
a 1329 1335 63
a 1329 3289 71
a 1329 4180 4
a 1329 1370 51
a 1329 3971 53
a 1330 1373 84
a 1330 2649 74
a 1330 1690 21
a 1330 2210 55
a 1330 1536 68
a 1330 2585 68
a 1330 1414 70
a 1330 627 71
a 1330 2112 10
a 1330 3761 27
a 1330 1254 9
a 1330 1977 0
a 1330 1446 19
a 1330 235 74
a 1330 3784 1
a 1330 79 85
a 1330 1682 1
a 1330 1641 15
a 1330 2661 96
a 1330 4297 85
a 1330 772 70
a 1330 1885 56
a 1330 1973 82
a 1330 1488 54
a 1330 353 54
a 1330 2544 56
a 1330 21 16
a 1330 1885 98
a 1330 1399 92
a 1330 900 58
a 1330 2154 59
a 1330 1653 25
a 1330 235 45
a 1330 1358 53
a 1330 254 8
a 1330 2193 49
a 1330 404 53
a 1330 2933 95
a 1331 730 47
a 1331 1652 14
a 1331 3763 98
a 1331 772 76
a 1331 3891 95
a 1331 1449 21
a 1331 1650 92
a 1331 1799 29
a 1331 3148 78
a 1331 3516 35
a 1331 113 33
a 1331 4065 44
a 1331 529 33
a 1331 4399 77
a 1331 3870 58
a 1331 1810 76
a 1331 1396 33
a 1331 1432 44
a 1331 4141 29
a 1331 626 63
a 1331 13 12
a 1331 1258 96
a 1331 118 28
a 1331 94 88
a 1331 4934 90
